"UniqueID","Popular.fctr","Popular.fctr.predict.Conditional.X.no.rnorm.rf.prob","Popular.fctr.predict.Conditional.X.no.rnorm.rf","Popular.fctr.predict.Conditional.X.no.rnorm.rf.accurate"
2538,"Y",0.092,"N",FALSE
2533,"N",0.02,"N",TRUE
2530,"N",0.008,"N",TRUE
2527,"Y",0.008,"N",FALSE
2526,"N",0.016,"N",TRUE
2525,"N",0.004,"N",TRUE
2523,"N",0,"N",TRUE
2515,"Y",0.836,"Y",TRUE
2514,"N",0.298,"N",TRUE
2511,"N",0.056,"N",TRUE
2509,"N",0.006,"N",TRUE
2507,"N",0.474,"Y",FALSE
2506,"N",0.002,"N",TRUE
2502,"N",0.002,"N",TRUE
2497,"N",0,"N",TRUE
2487,"N",0,"N",TRUE
2485,"N",0.042,"N",TRUE
2483,"N",0.486,"Y",FALSE
2481,"N",0.032,"N",TRUE
2479,"N",0.324,"N",TRUE
2477,"N",0.016,"N",TRUE
2475,"N",0.146,"N",TRUE
2474,"N",0,"N",TRUE
2467,"Y",0.326,"N",FALSE
2465,"Y",0.524,"Y",TRUE
2461,"N",0.006,"N",TRUE
2459,"N",0,"N",TRUE
2458,"Y",0.074,"N",FALSE
2648,"N",0.004,"N",TRUE
2647,"N",0.21,"N",TRUE
2646,"N",0.004,"N",TRUE
2645,"N",0.262,"N",TRUE
2644,"N",0.004,"N",TRUE
2641,"N",0.056,"N",TRUE
2636,"N",0.004,"N",TRUE
2633,"N",0.014,"N",TRUE
2632,"N",0.022,"N",TRUE
2625,"N",0,"N",TRUE
2624,"N",0.036,"N",TRUE
2619,"Y",0.78,"Y",TRUE
2617,"N",0.008,"N",TRUE
2613,"N",0.014,"N",TRUE
2612,"Y",0.648,"Y",TRUE
2611,"N",0.072,"N",TRUE
2604,"Y",0.118,"N",FALSE
2597,"N",0.11,"N",TRUE
2595,"N",0.004,"N",TRUE
2593,"N",0.044,"N",TRUE
2584,"N",0.062,"N",TRUE
2583,"Y",0.21,"N",FALSE
2580,"N",0.216,"N",TRUE
2574,"N",0.012,"N",TRUE
2571,"N",0.024,"N",TRUE
2566,"N",0.142,"N",TRUE
2564,"N",0.002,"N",TRUE
2561,"N",0.276,"N",TRUE
2663,"N",0.024,"N",TRUE
2659,"N",0.072,"N",TRUE
2653,"N",0.188,"N",TRUE
2651,"Y",0.988,"Y",TRUE
2686,"N",0.042,"N",TRUE
2684,"N",0.06,"N",TRUE
2679,"N",0.002,"N",TRUE
2676,"N",0.038,"N",TRUE
2674,"N",0.034,"N",TRUE
2671,"Y",0.972,"Y",TRUE
2668,"N",0.266,"N",TRUE
2666,"N",0,"N",TRUE
2665,"Y",0.768,"Y",TRUE
2789,"N",0,"N",TRUE
2787,"N",0.006,"N",TRUE
2785,"N",0.086,"N",TRUE
2779,"N",0.234,"N",TRUE
2774,"N",0.006,"N",TRUE
2773,"N",0.046,"N",TRUE
2770,"N",0.004,"N",TRUE
2766,"N",0.09,"N",TRUE
2763,"Y",0.872,"Y",TRUE
2762,"N",0.676,"Y",FALSE
2760,"N",0.02,"N",TRUE
2758,"N",0,"N",TRUE
2754,"N",0.002,"N",TRUE
2744,"N",0.018,"N",TRUE
2741,"N",0.05,"N",TRUE
2740,"N",0.566,"Y",FALSE
2735,"N",0.042,"N",TRUE
2722,"N",0.008,"N",TRUE
2720,"N",0.008,"N",TRUE
2716,"Y",0.878,"Y",TRUE
2712,"N",0.008,"N",TRUE
2711,"N",0.004,"N",TRUE
2709,"Y",0.838,"Y",TRUE
2708,"N",0.406,"Y",FALSE
2707,"Y",0.462,"Y",TRUE
2705,"N",0.04,"N",TRUE
2701,"N",0.192,"N",TRUE
2697,"N",0.046,"N",TRUE
2694,"Y",0.418,"Y",TRUE
2692,"N",0.042,"N",TRUE
2889,"N",0.016,"N",TRUE
2888,"N",0,"N",TRUE
2884,"N",0.068,"N",TRUE
2862,"N",0.458,"Y",FALSE
2857,"N",0.002,"N",TRUE
2856,"N",0,"N",TRUE
2849,"Y",0.148,"N",FALSE
2847,"Y",0.666,"Y",TRUE
2845,"N",0.004,"N",TRUE
2844,"N",0,"N",TRUE
2838,"N",0,"N",TRUE
2832,"Y",0.796,"Y",TRUE
2830,"N",0,"N",TRUE
2829,"N",0.016,"N",TRUE
2828,"N",0.108,"N",TRUE
2827,"N",0.098,"N",TRUE
2822,"N",0.004,"N",TRUE
2819,"N",0.598,"Y",FALSE
2818,"N",0,"N",TRUE
2817,"Y",0.174,"N",FALSE
2810,"N",0.002,"N",TRUE
2801,"N",0.052,"N",TRUE
2800,"N",0.314,"N",TRUE
2790,"Y",0.688,"Y",TRUE
2984,"N",0,"N",TRUE
2975,"N",0.232,"N",TRUE
2974,"N",0.186,"N",TRUE
2973,"N",0.166,"N",TRUE
2971,"N",0.004,"N",TRUE
2969,"N",0.06,"N",TRUE
2968,"N",0.072,"N",TRUE
2966,"N",0.008,"N",TRUE
2965,"Y",0.844,"Y",TRUE
2960,"N",0.002,"N",TRUE
2956,"N",0.074,"N",TRUE
2955,"N",0.06,"N",TRUE
2954,"N",0.138,"N",TRUE
2953,"N",0,"N",TRUE
2951,"N",0.002,"N",TRUE
2950,"N",0.012,"N",TRUE
2948,"N",0.206,"N",TRUE
2947,"N",0.036,"N",TRUE
2945,"Y",0.794,"Y",TRUE
2944,"N",0.02,"N",TRUE
2936,"Y",0.764,"Y",TRUE
2931,"N",0.018,"N",TRUE
2929,"N",0.04,"N",TRUE
2927,"N",0.058,"N",TRUE
2926,"N",0.07,"N",TRUE
2924,"N",0.032,"N",TRUE
2923,"N",0.03,"N",TRUE
2922,"N",0.012,"N",TRUE
2921,"N",0.01,"N",TRUE
2914,"N",0.082,"N",TRUE
2909,"N",0.006,"N",TRUE
2908,"N",0.236,"N",TRUE
2905,"N",0.016,"N",TRUE
2901,"Y",0.798,"Y",TRUE
2897,"Y",0.338,"N",FALSE
2893,"N",0.012,"N",TRUE
3085,"N",0.002,"N",TRUE
3077,"N",0.218,"N",TRUE
3076,"Y",0.014,"N",FALSE
3075,"N",0,"N",TRUE
3074,"Y",0.004,"N",FALSE
3072,"N",0.004,"N",TRUE
3060,"N",0.058,"N",TRUE
3053,"N",0.13,"N",TRUE
3050,"Y",0.658,"Y",TRUE
3043,"N",0.142,"N",TRUE
3042,"N",0.042,"N",TRUE
3037,"N",0.002,"N",TRUE
3035,"Y",0.65,"Y",TRUE
3033,"N",0.01,"N",TRUE
3030,"N",0.006,"N",TRUE
3026,"N",0.206,"N",TRUE
3025,"N",0.104,"N",TRUE
3022,"Y",0.504,"Y",TRUE
3021,"N",0,"N",TRUE
3020,"N",0.144,"N",TRUE
3016,"N",0,"N",TRUE
3011,"N",0.078,"N",TRUE
3009,"N",0.016,"N",TRUE
3006,"Y",0.592,"Y",TRUE
3002,"N",0.004,"N",TRUE
3001,"N",0.022,"N",TRUE
2997,"N",0.306,"N",TRUE
2996,"N",0.108,"N",TRUE
2994,"N",0.002,"N",TRUE
2991,"Y",0.254,"N",FALSE
2987,"N",0.012,"N",TRUE
3178,"N",0.02,"N",TRUE
3175,"N",0.006,"N",TRUE
3174,"N",0.002,"N",TRUE
3173,"N",0.07,"N",TRUE
3163,"N",0.072,"N",TRUE
3160,"Y",0.622,"Y",TRUE
3157,"N",0.006,"N",TRUE
3156,"Y",0.048,"N",FALSE
3154,"N",0.114,"N",TRUE
3153,"N",0.052,"N",TRUE
3150,"N",0.002,"N",TRUE
3146,"N",0.018,"N",TRUE
3144,"N",0.048,"N",TRUE
3141,"N",0,"N",TRUE
3138,"N",0.008,"N",TRUE
3135,"N",0.002,"N",TRUE
3127,"N",0.238,"N",TRUE
3126,"N",0.02,"N",TRUE
3121,"N",0,"N",TRUE
3120,"N",0.024,"N",TRUE
3117,"N",0.002,"N",TRUE
3114,"N",0.068,"N",TRUE
3111,"N",0,"N",TRUE
3108,"N",0.056,"N",TRUE
3105,"N",0.008,"N",TRUE
3103,"N",0.004,"N",TRUE
3100,"N",0.004,"N",TRUE
3093,"N",0.034,"N",TRUE
3090,"N",0.172,"N",TRUE
3087,"N",0.028,"N",TRUE
3188,"Y",0.2,"N",FALSE
3187,"N",0,"N",TRUE
3186,"N",0.01,"N",TRUE
3183,"N",0.308,"N",TRUE
3181,"N",0.294,"N",TRUE
3210,"Y",0.696,"Y",TRUE
3208,"N",0.022,"N",TRUE
3207,"N",0.024,"N",TRUE
3206,"N",0.102,"N",TRUE
3202,"N",0.006,"N",TRUE
3201,"N",0.06,"N",TRUE
3200,"Y",0.43,"Y",TRUE
3196,"N",0.038,"N",TRUE
3194,"Y",0.964,"Y",TRUE
3191,"Y",0.794,"Y",TRUE
3291,"N",0.2,"N",TRUE
3289,"N",0.548,"Y",FALSE
3284,"N",0.032,"N",TRUE
3279,"N",0.23,"N",TRUE
3277,"N",0.054,"N",TRUE
3275,"N",0.446,"Y",FALSE
3274,"N",0.056,"N",TRUE
3272,"N",0.038,"N",TRUE
3266,"N",0.024,"N",TRUE
3265,"N",0.006,"N",TRUE
3263,"Y",0.69,"Y",TRUE
3262,"Y",0.822,"Y",TRUE
3258,"N",0.902,"Y",FALSE
3256,"N",0.008,"N",TRUE
3250,"N",0.182,"N",TRUE
3248,"N",0.018,"N",TRUE
3247,"N",0.068,"N",TRUE
3244,"N",0.004,"N",TRUE
3243,"Y",0.432,"Y",TRUE
3242,"N",0.038,"N",TRUE
3236,"N",0.046,"N",TRUE
3235,"Y",0.568,"Y",TRUE
3232,"Y",0.62,"Y",TRUE
3230,"Y",0.638,"Y",TRUE
3227,"Y",0.736,"Y",TRUE
3225,"N",0.088,"N",TRUE
3222,"N",0,"N",TRUE
3217,"N",0.014,"N",TRUE
3216,"Y",0.41,"Y",TRUE
3211,"Y",0.812,"Y",TRUE
3388,"N",0.004,"N",TRUE
3384,"N",0.058,"N",TRUE
3383,"N",0.094,"N",TRUE
3377,"N",0.156,"N",TRUE
3374,"N",0.124,"N",TRUE
3371,"N",0.036,"N",TRUE
3370,"N",0.064,"N",TRUE
3369,"N",0,"N",TRUE
3366,"Y",0.254,"N",FALSE
3363,"N",0.014,"N",TRUE
3362,"N",0.164,"N",TRUE
3361,"N",0.024,"N",TRUE
3359,"N",0.002,"N",TRUE
3357,"Y",0.244,"N",FALSE
3355,"N",0.002,"N",TRUE
3352,"N",0.006,"N",TRUE
3350,"N",0.662,"Y",FALSE
3349,"N",0.012,"N",TRUE
3346,"N",0.002,"N",TRUE
3345,"N",0,"N",TRUE
3342,"Y",0.868,"Y",TRUE
3338,"N",0,"N",TRUE
3329,"N",0.01,"N",TRUE
3328,"Y",0.83,"Y",TRUE
3324,"N",0,"N",TRUE
3319,"N",0.002,"N",TRUE
3318,"N",0.012,"N",TRUE
3317,"N",0.358,"N",TRUE
3315,"N",0,"N",TRUE
3308,"N",0.306,"N",TRUE
3307,"N",0.014,"N",TRUE
3306,"Y",0.716,"Y",TRUE
3302,"N",0,"N",TRUE
3297,"N",0.012,"N",TRUE
3481,"N",0.02,"N",TRUE
3480,"N",0.006,"N",TRUE
3479,"N",0.002,"N",TRUE
3478,"N",0.014,"N",TRUE
3475,"N",0.018,"N",TRUE
3472,"Y",0.376,"N",FALSE
3469,"N",0.068,"N",TRUE
3468,"N",0.008,"N",TRUE
3462,"N",0,"N",TRUE
3461,"N",0.13,"N",TRUE
3458,"N",0.056,"N",TRUE
3457,"N",0.142,"N",TRUE
3447,"N",0.004,"N",TRUE
3443,"N",0.006,"N",TRUE
3442,"N",0.004,"N",TRUE
3441,"N",0.006,"N",TRUE
3435,"N",0.078,"N",TRUE
3432,"N",0.02,"N",TRUE
3430,"N",0,"N",TRUE
3429,"N",0.052,"N",TRUE
3428,"N",0.01,"N",TRUE
3425,"N",0.052,"N",TRUE
3424,"N",0,"N",TRUE
3423,"Y",0.732,"Y",TRUE
3419,"N",0.006,"N",TRUE
3417,"Y",0.14,"N",FALSE
3415,"N",0.052,"N",TRUE
3403,"N",0.036,"N",TRUE
3400,"Y",0.866,"Y",TRUE
3399,"N",0.044,"N",TRUE
3393,"N",0.334,"N",TRUE
3392,"Y",0.998,"Y",TRUE
3390,"N",0.048,"N",TRUE
3583,"N",0.006,"N",TRUE
3580,"N",0.09,"N",TRUE
3578,"N",0.02,"N",TRUE
3574,"Y",0.442,"Y",TRUE
3572,"N",0.038,"N",TRUE
3571,"N",0.066,"N",TRUE
3570,"N",0.012,"N",TRUE
3566,"N",0,"N",TRUE
3565,"N",0.006,"N",TRUE
3562,"N",0.058,"N",TRUE
3561,"N",0,"N",TRUE
3557,"N",0.544,"Y",FALSE
3551,"N",0.006,"N",TRUE
3549,"N",0.266,"N",TRUE
3548,"N",0.002,"N",TRUE
3543,"Y",0.78,"Y",TRUE
3542,"N",0,"N",TRUE
3540,"N",0.006,"N",TRUE
3538,"Y",0.5,"Y",TRUE
3534,"N",0.004,"N",TRUE
3528,"N",0.25,"N",TRUE
3527,"N",0.126,"N",TRUE
3515,"N",0,"N",TRUE
3514,"N",0,"N",TRUE
3513,"N",0.002,"N",TRUE
3505,"N",0.002,"N",TRUE
3504,"N",0.228,"N",TRUE
3503,"N",0,"N",TRUE
3502,"N",0.008,"N",TRUE
3497,"Y",0.946,"Y",TRUE
3496,"N",0.064,"N",TRUE
3495,"N",0.004,"N",TRUE
3494,"Y",0.79,"Y",TRUE
3492,"Y",0.018,"N",FALSE
3491,"N",0.084,"N",TRUE
3489,"N",0.016,"N",TRUE
3488,"N",0.024,"N",TRUE
3487,"N",0.14,"N",TRUE
3485,"Y",0.192,"N",FALSE
3679,"N",0,"N",TRUE
3673,"N",0,"N",TRUE
3672,"N",0.21,"N",TRUE
3670,"N",0.34,"N",TRUE
3669,"N",0.22,"N",TRUE
3666,"N",0.024,"N",TRUE
3661,"N",0.012,"N",TRUE
3655,"N",0.012,"N",TRUE
3654,"N",0.012,"N",TRUE
3653,"N",0.044,"N",TRUE
3650,"Y",0.256,"N",FALSE
3649,"N",0.546,"Y",FALSE
3648,"N",0.006,"N",TRUE
3646,"N",0.008,"N",TRUE
3640,"N",0.012,"N",TRUE
3631,"N",0.024,"N",TRUE
3630,"N",0.01,"N",TRUE
3625,"N",0.008,"N",TRUE
3621,"Y",0.756,"Y",TRUE
3617,"N",0,"N",TRUE
3615,"N",0,"N",TRUE
3609,"N",0.168,"N",TRUE
3598,"N",0.514,"Y",FALSE
3596,"N",0.008,"N",TRUE
3592,"N",0.708,"Y",FALSE
3591,"Y",0.766,"Y",TRUE
3585,"N",0.016,"N",TRUE
3695,"N",0.154,"N",TRUE
3693,"Y",0.914,"Y",TRUE
3690,"N",0.034,"N",TRUE
3688,"Y",0.982,"Y",TRUE
3714,"N",0.158,"N",TRUE
3709,"Y",0.994,"Y",TRUE
3708,"N",0.024,"N",TRUE
3704,"Y",0.944,"Y",TRUE
3703,"N",0.424,"Y",FALSE
3702,"N",0.098,"N",TRUE
3818,"N",0.002,"N",TRUE
3815,"N",0.052,"N",TRUE
3810,"N",0.004,"N",TRUE
3791,"N",0,"N",TRUE
3788,"Y",0.664,"Y",TRUE
3786,"Y",0.722,"Y",TRUE
3783,"N",0.702,"Y",FALSE
3781,"Y",0.85,"Y",TRUE
3774,"Y",0.818,"Y",TRUE
3773,"N",0.022,"N",TRUE
3770,"N",0.01,"N",TRUE
3768,"N",0.002,"N",TRUE
3766,"N",0.062,"N",TRUE
3765,"Y",0.216,"N",FALSE
3764,"N",0.006,"N",TRUE
3763,"N",0.564,"Y",FALSE
3760,"N",0.642,"Y",FALSE
3757,"N",0.002,"N",TRUE
3754,"N",0,"N",TRUE
3750,"Y",0.752,"Y",TRUE
3748,"N",0.01,"N",TRUE
3746,"N",0.01,"N",TRUE
3745,"Y",0.276,"N",FALSE
3744,"N",0.118,"N",TRUE
3743,"Y",0.044,"N",FALSE
3740,"N",0.058,"N",TRUE
3738,"N",0.048,"N",TRUE
3725,"Y",0.214,"N",FALSE
3724,"N",0.098,"N",TRUE
3723,"N",0.002,"N",TRUE
3720,"N",0.002,"N",TRUE
3903,"N",0.008,"N",TRUE
3902,"N",0.014,"N",TRUE
3900,"N",0.002,"N",TRUE
3901,"Y",0.444,"Y",TRUE
3899,"N",0.006,"N",TRUE
3898,"N",0.002,"N",TRUE
3897,"N",0.018,"N",TRUE
3896,"N",0.274,"N",TRUE
3894,"Y",0.918,"Y",TRUE
3889,"N",0,"N",TRUE
3885,"N",0.084,"N",TRUE
3882,"Y",0.234,"N",FALSE
3881,"N",0.522,"Y",FALSE
3875,"N",0.386,"N",TRUE
3873,"Y",0.694,"Y",TRUE
3869,"Y",0.464,"Y",TRUE
3864,"N",0.006,"N",TRUE
3854,"N",0,"N",TRUE
3851,"Y",0.378,"N",FALSE
3840,"N",0.436,"Y",FALSE
3837,"Y",0.884,"Y",TRUE
3835,"Y",0.476,"Y",TRUE
3834,"N",0.008,"N",TRUE
3830,"N",0.004,"N",TRUE
3829,"N",0.002,"N",TRUE
3823,"Y",0.992,"Y",TRUE
3821,"N",0.048,"N",TRUE
4017,"N",0.002,"N",TRUE
4014,"N",0.002,"N",TRUE
4009,"N",0.096,"N",TRUE
4008,"N",0.296,"N",TRUE
4007,"N",0.004,"N",TRUE
4003,"N",0.124,"N",TRUE
3993,"N",0.084,"N",TRUE
3992,"N",0.012,"N",TRUE
3991,"N",0.002,"N",TRUE
3984,"N",0.044,"N",TRUE
3983,"Y",0.724,"Y",TRUE
3982,"N",0,"N",TRUE
3980,"N",0.004,"N",TRUE
3979,"N",0.004,"N",TRUE
3976,"Y",0.144,"N",FALSE
3972,"N",0.002,"N",TRUE
3971,"N",0.18,"N",TRUE
3970,"N",0.018,"N",TRUE
3969,"N",0.004,"N",TRUE
3966,"Y",0.76,"Y",TRUE
3964,"N",0.048,"N",TRUE
3961,"Y",0.908,"Y",TRUE
3960,"Y",0.106,"N",FALSE
3959,"N",0.002,"N",TRUE
3954,"N",0.064,"N",TRUE
3950,"N",0.002,"N",TRUE
3948,"N",0.018,"N",TRUE
3946,"N",0.042,"N",TRUE
3945,"N",0.15,"N",TRUE
3943,"N",0,"N",TRUE
3939,"N",0.006,"N",TRUE
3936,"N",0.02,"N",TRUE
3933,"N",0.112,"N",TRUE
3932,"N",0.048,"N",TRUE
3929,"N",0.018,"N",TRUE
3928,"N",0.116,"N",TRUE
3927,"Y",0.776,"Y",TRUE
3921,"Y",0.988,"Y",TRUE
4117,"N",0.006,"N",TRUE
4116,"N",0.022,"N",TRUE
4114,"N",0.062,"N",TRUE
4105,"N",0.01,"N",TRUE
4104,"N",0,"N",TRUE
4103,"N",0,"N",TRUE
4101,"N",0.012,"N",TRUE
4100,"N",0,"N",TRUE
4099,"N",0.002,"N",TRUE
4098,"N",0.006,"N",TRUE
4095,"N",0,"N",TRUE
4090,"Y",0.01,"N",FALSE
4084,"N",0.004,"N",TRUE
4074,"Y",0.228,"N",FALSE
4069,"N",0.004,"N",TRUE
4054,"N",0.008,"N",TRUE
4053,"N",0.028,"N",TRUE
4052,"N",0.014,"N",TRUE
4040,"N",0,"N",TRUE
4038,"N",0.166,"N",TRUE
4034,"N",0.002,"N",TRUE
4031,"N",0.004,"N",TRUE
4030,"N",0.004,"N",TRUE
4028,"N",0.356,"N",TRUE
4023,"N",0.058,"N",TRUE
4021,"N",0.016,"N",TRUE
4212,"N",0.008,"N",TRUE
4208,"N",0.138,"N",TRUE
4204,"N",0.054,"N",TRUE
4189,"Y",0.156,"N",FALSE
4188,"N",0.002,"N",TRUE
4186,"N",0.072,"N",TRUE
4184,"N",0.01,"N",TRUE
4182,"N",0,"N",TRUE
4180,"N",0.006,"N",TRUE
4177,"N",0.352,"N",TRUE
4175,"N",0.002,"N",TRUE
4174,"N",0.012,"N",TRUE
4173,"Y",0.588,"Y",TRUE
4171,"Y",0.772,"Y",TRUE
4170,"N",0.052,"N",TRUE
4167,"Y",0.756,"Y",TRUE
4164,"N",0.016,"N",TRUE
4163,"N",0.02,"N",TRUE
4158,"N",0,"N",TRUE
4157,"Y",0.378,"N",FALSE
4154,"Y",0.85,"Y",TRUE
4153,"N",0,"N",TRUE
4152,"N",0.172,"N",TRUE
4143,"N",0.09,"N",TRUE
4137,"N",0.014,"N",TRUE
4134,"N",0.448,"Y",FALSE
4132,"N",0.006,"N",TRUE
4131,"N",0.01,"N",TRUE
4130,"N",0.012,"N",TRUE
4129,"N",0.01,"N",TRUE
4125,"N",0.06,"N",TRUE
4229,"N",0.024,"N",TRUE
4228,"N",0.006,"N",TRUE
4227,"N",0.944,"Y",FALSE
4221,"N",0.472,"Y",FALSE
4219,"N",0.398,"N",TRUE
4251,"N",0.026,"N",TRUE
4247,"N",0.048,"N",TRUE
4245,"N",0.216,"N",TRUE
4244,"N",0.054,"N",TRUE
4237,"N",0.014,"N",TRUE
4233,"Y",0.644,"Y",TRUE
4342,"N",0.006,"N",TRUE
4340,"N",0.008,"N",TRUE
4339,"N",0.006,"N",TRUE
4337,"N",0.13,"N",TRUE
4333,"Y",0.928,"Y",TRUE
4331,"N",0.322,"N",TRUE
4330,"N",0.006,"N",TRUE
4327,"N",0.136,"N",TRUE
4325,"N",0.008,"N",TRUE
4322,"N",0.048,"N",TRUE
4321,"N",0,"N",TRUE
4315,"N",0.006,"N",TRUE
4295,"N",0.512,"Y",FALSE
4293,"N",0.016,"N",TRUE
4292,"N",0.008,"N",TRUE
4291,"N",0.056,"N",TRUE
4275,"N",0.002,"N",TRUE
4274,"N",0.066,"N",TRUE
4268,"N",0.002,"N",TRUE
4267,"N",0.05,"N",TRUE
4266,"Y",0.796,"Y",TRUE
4264,"N",0.012,"N",TRUE
4263,"N",0.062,"N",TRUE
4261,"N",0.016,"N",TRUE
4436,"N",0.006,"N",TRUE
4432,"N",0.02,"N",TRUE
4430,"N",0.226,"N",TRUE
4429,"N",0.018,"N",TRUE
4425,"N",0.012,"N",TRUE
4423,"N",0,"N",TRUE
4422,"N",0.018,"N",TRUE
4418,"N",0.03,"N",TRUE
4417,"N",0.004,"N",TRUE
4415,"Y",0.216,"N",FALSE
4414,"N",0.064,"N",TRUE
4410,"N",0.004,"N",TRUE
4408,"N",0.054,"N",TRUE
4407,"N",0.004,"N",TRUE
4403,"N",0.022,"N",TRUE
4402,"N",0.014,"N",TRUE
4401,"N",0.184,"N",TRUE
4400,"N",0,"N",TRUE
4399,"N",0.06,"N",TRUE
4397,"N",0.314,"N",TRUE
4395,"N",0.102,"N",TRUE
4388,"N",0.076,"N",TRUE
4387,"Y",0.23,"N",FALSE
4384,"N",0.02,"N",TRUE
4383,"N",0.026,"N",TRUE
4379,"Y",0.776,"Y",TRUE
4377,"N",0.894,"Y",FALSE
4376,"N",0.182,"N",TRUE
4372,"Y",0.782,"Y",TRUE
4368,"N",0,"N",TRUE
4367,"Y",0.794,"Y",TRUE
4364,"Y",0.448,"Y",TRUE
4362,"Y",0.48,"Y",TRUE
4358,"N",0.024,"N",TRUE
4356,"N",0.076,"N",TRUE
4355,"N",0.006,"N",TRUE
4349,"N",0,"N",TRUE
4347,"N",0.396,"N",TRUE
4346,"Y",0.902,"Y",TRUE
4534,"N",0.282,"N",TRUE
4532,"N",0.018,"N",TRUE
4522,"N",0.05,"N",TRUE
4515,"N",0.004,"N",TRUE
4513,"N",0.002,"N",TRUE
4507,"N",0,"N",TRUE
4504,"N",0.014,"N",TRUE
4493,"Y",0.7,"Y",TRUE
4492,"N",0.004,"N",TRUE
4489,"N",0.038,"N",TRUE
4480,"N",0.036,"N",TRUE
4477,"N",0.058,"N",TRUE
4469,"N",0.002,"N",TRUE
4467,"Y",0.8,"Y",TRUE
4465,"Y",0.682,"Y",TRUE
4464,"N",0.018,"N",TRUE
4463,"N",0.022,"N",TRUE
4460,"N",0.054,"N",TRUE
4453,"N",0.01,"N",TRUE
4452,"N",0,"N",TRUE
4451,"Y",0.8,"Y",TRUE
4450,"N",0.006,"N",TRUE
4629,"N",0,"N",TRUE
4623,"N",0.014,"N",TRUE
4621,"N",0.09,"N",TRUE
4620,"N",0.292,"N",TRUE
4619,"Y",0.174,"N",FALSE
4608,"N",0.08,"N",TRUE
4607,"N",0.012,"N",TRUE
4606,"N",0.036,"N",TRUE
4601,"N",0.012,"N",TRUE
4600,"N",0.218,"N",TRUE
4597,"N",0.614,"Y",FALSE
4596,"N",0.424,"Y",FALSE
4593,"Y",0.826,"Y",TRUE
4590,"N",0.402,"Y",FALSE
4587,"Y",0.77,"Y",TRUE
4581,"N",0.014,"N",TRUE
4577,"N",0.382,"N",TRUE
4573,"N",0.004,"N",TRUE
4572,"N",0.13,"N",TRUE
4571,"N",0.64,"Y",FALSE
4568,"N",0.012,"N",TRUE
4559,"N",0.168,"N",TRUE
4552,"N",0.098,"N",TRUE
4551,"N",0.262,"N",TRUE
4545,"N",0.016,"N",TRUE
4541,"Y",0.85,"Y",TRUE
4539,"N",0.056,"N",TRUE
4536,"N",0.218,"N",TRUE
4535,"N",0.066,"N",TRUE
4714,"N",0,"N",TRUE
4711,"N",0.024,"N",TRUE
4710,"N",0.01,"N",TRUE
4708,"N",0.028,"N",TRUE
4706,"N",0.018,"N",TRUE
4702,"N",0.248,"N",TRUE
4696,"N",0.04,"N",TRUE
4691,"N",0.024,"N",TRUE
4689,"N",0.012,"N",TRUE
4688,"N",0.016,"N",TRUE
4685,"N",0.458,"Y",FALSE
4682,"N",0.6,"Y",FALSE
4678,"N",0.014,"N",TRUE
4677,"N",0.034,"N",TRUE
4671,"N",0.018,"N",TRUE
4668,"N",0.004,"N",TRUE
4665,"N",0.02,"N",TRUE
4664,"N",0.106,"N",TRUE
4663,"N",0.048,"N",TRUE
4660,"N",0.06,"N",TRUE
4658,"N",0.008,"N",TRUE
4657,"N",0.34,"N",TRUE
4656,"N",0.072,"N",TRUE
4650,"N",0.222,"N",TRUE
4649,"N",0.026,"N",TRUE
4648,"N",0.09,"N",TRUE
4647,"Y",0.614,"Y",TRUE
4641,"N",0.006,"N",TRUE
4640,"N",0.1,"N",TRUE
4638,"N",0.002,"N",TRUE
4637,"N",0.03,"N",TRUE
4636,"N",0.016,"N",TRUE
4633,"N",0.084,"N",TRUE
4632,"Y",0.014,"N",FALSE
4631,"N",0.578,"Y",FALSE
4630,"Y",0.986,"Y",TRUE
4731,"N",0.036,"N",TRUE
4730,"N",0.06,"N",TRUE
4729,"Y",0.964,"Y",TRUE
4726,"N",0.094,"N",TRUE
4725,"Y",0.924,"Y",TRUE
4752,"N",0.308,"N",TRUE
4751,"N",0.646,"Y",FALSE
4746,"N",0.012,"N",TRUE
4739,"Y",0.948,"Y",TRUE
4738,"N",0.146,"N",TRUE
4735,"Y",0.806,"Y",TRUE
4842,"N",0.012,"N",TRUE
4837,"N",0.28,"N",TRUE
4834,"N",0.298,"N",TRUE
4830,"N",0.3,"N",TRUE
4829,"N",0.232,"N",TRUE
4828,"N",0.042,"N",TRUE
4824,"N",0.158,"N",TRUE
4819,"Y",0.594,"Y",TRUE
4813,"N",0.036,"N",TRUE
4810,"N",0,"N",TRUE
4807,"N",0.018,"N",TRUE
4806,"N",0.046,"N",TRUE
4801,"N",0.004,"N",TRUE
4800,"N",0.002,"N",TRUE
4798,"N",0.484,"Y",FALSE
4793,"N",0.762,"Y",FALSE
4792,"N",0.69,"Y",FALSE
4789,"N",0.014,"N",TRUE
4785,"N",0.03,"N",TRUE
4784,"N",0.028,"N",TRUE
4782,"Y",0.678,"Y",TRUE
4779,"N",0.008,"N",TRUE
4778,"N",0.144,"N",TRUE
4775,"Y",0.008,"N",FALSE
4773,"N",0.004,"N",TRUE
4771,"N",0.698,"Y",FALSE
4769,"N",0.006,"N",TRUE
4768,"N",0.012,"N",TRUE
4763,"N",0.976,"Y",FALSE
4762,"N",0.012,"N",TRUE
4759,"N",0.022,"N",TRUE
