"UniqueID","Popular.fctr","Popular.fctr.predict.Conditional.X.glm.prob","Popular.fctr.predict.Conditional.X.glm","Popular.fctr.predict.Conditional.X.glm.accurate"
1913,"N",2.22044604925031e-16,"N",TRUE
1918,"N",2.22044604925031e-16,"N",TRUE
1920,"N",2.22044604925031e-16,"N",TRUE
1921,"N",2.22044604925031e-16,"N",TRUE
1922,"N",2.22044604925031e-16,"N",TRUE
1925,"N",2.22044604925031e-16,"N",TRUE
1935,"N",2.22044604925031e-16,"N",TRUE
1940,"N",2.22044604925031e-16,"N",TRUE
1943,"N",2.22044604925031e-16,"N",TRUE
1944,"N",2.22044604925031e-16,"N",TRUE
1945,"N",2.22044604925031e-16,"N",TRUE
1946,"N",2.22044604925031e-16,"N",TRUE
1951,"N",2.22044604925031e-16,"N",TRUE
1952,"N",2.22044604925031e-16,"N",TRUE
1954,"N",2.22044604925031e-16,"N",TRUE
1957,"N",2.22044604925031e-16,"N",TRUE
1958,"N",2.22044604925031e-16,"N",TRUE
1959,"N",2.22044604925031e-16,"N",TRUE
1964,"N",2.22044604925031e-16,"N",TRUE
1965,"Y",1,"Y",TRUE
1966,"N",2.22044604925031e-16,"N",TRUE
1972,"N",2.22044604925031e-16,"N",TRUE
1980,"N",2.22044604925031e-16,"N",TRUE
1981,"N",2.22044604925031e-16,"N",TRUE
1989,"N",2.22044604925031e-16,"N",TRUE
1991,"N",2.22044604925031e-16,"N",TRUE
1996,"Y",1,"Y",TRUE
1997,"Y",1,"Y",TRUE
2000,"N",2.22044604925031e-16,"N",TRUE
2001,"N",2.22044604925031e-16,"N",TRUE
2008,"N",2.22044604925031e-16,"N",TRUE
2010,"N",2.22044604925031e-16,"N",TRUE
2011,"N",2.22044604925031e-16,"N",TRUE
2013,"N",2.22044604925031e-16,"N",TRUE
2015,"N",2.22044604925031e-16,"N",TRUE
2016,"N",2.22044604925031e-16,"N",TRUE
2021,"N",2.22044604925031e-16,"N",TRUE
2026,"Y",2.22044604925031e-16,"N",FALSE
2027,"Y",1,"Y",TRUE
2028,"N",2.22044604925031e-16,"N",TRUE
2033,"N",2.22044604925031e-16,"N",TRUE
2036,"N",2.22044604925031e-16,"N",TRUE
2038,"N",2.22044604925031e-16,"N",TRUE
2039,"N",2.22044604925031e-16,"N",TRUE
2041,"N",2.22044604925031e-16,"N",TRUE
2042,"N",2.22044604925031e-16,"N",TRUE
2043,"N",2.22044604925031e-16,"N",TRUE
2047,"N",2.22044604925031e-16,"N",TRUE
2049,"N",2.22044604925031e-16,"N",TRUE
2053,"N",2.22044604925031e-16,"N",TRUE
2054,"N",2.22044604925031e-16,"N",TRUE
2057,"N",1,"Y",FALSE
2060,"Y",2.22044604925031e-16,"N",FALSE
2064,"N",2.22044604925031e-16,"N",TRUE
2066,"N",2.22044604925031e-16,"N",TRUE
2069,"N",2.22044604925031e-16,"N",TRUE
2071,"N",2.22044604925031e-16,"N",TRUE
2072,"N",2.22044604925031e-16,"N",TRUE
2075,"N",2.22044604925031e-16,"N",TRUE
2076,"N",2.22044604925031e-16,"N",TRUE
2078,"N",2.22044604925031e-16,"N",TRUE
2080,"N",2.22044604925031e-16,"N",TRUE
2083,"Y",1,"Y",TRUE
2085,"N",2.22044604925031e-16,"N",TRUE
2090,"N",2.22044604925031e-16,"N",TRUE
2093,"N",2.22044604925031e-16,"N",TRUE
2096,"N",2.22044604925031e-16,"N",TRUE
2097,"N",2.22044604925031e-16,"N",TRUE
2101,"N",2.22044604925031e-16,"N",TRUE
2102,"Y",1,"Y",TRUE
2104,"N",2.22044604925031e-16,"N",TRUE
2106,"N",2.22044604925031e-16,"N",TRUE
2111,"Y",1,"Y",TRUE
2113,"Y",1,"Y",TRUE
2117,"N",2.22044604925031e-16,"N",TRUE
2118,"N",2.22044604925031e-16,"N",TRUE
2122,"N",2.22044604925031e-16,"N",TRUE
2125,"Y",1,"Y",TRUE
2126,"N",2.22044604925031e-16,"N",TRUE
2127,"N",2.22044604925031e-16,"N",TRUE
2130,"N",2.22044604925031e-16,"N",TRUE
2131,"N",2.22044604925031e-16,"N",TRUE
2135,"N",2.22044604925031e-16,"N",TRUE
2137,"N",2.22044604925031e-16,"N",TRUE
2142,"N",2.22044604925031e-16,"N",TRUE
2144,"Y",2.22044604925031e-16,"N",FALSE
2149,"N",1,"Y",FALSE
2151,"N",2.22044604925031e-16,"N",TRUE
2153,"N",2.22044604925031e-16,"N",TRUE
2155,"N",2.22044604925031e-16,"N",TRUE
2158,"N",2.22044604925031e-16,"N",TRUE
2159,"N",2.22044604925031e-16,"N",TRUE
2162,"N",2.22044604925031e-16,"N",TRUE
2164,"N",2.22044604925031e-16,"N",TRUE
2169,"N",2.22044604925031e-16,"N",TRUE
2170,"N",2.22044604925031e-16,"N",TRUE
2173,"N",2.22044604925031e-16,"N",TRUE
2176,"N",2.22044604925031e-16,"N",TRUE
2178,"N",2.22044604925031e-16,"N",TRUE
2180,"Y",1,"Y",TRUE
2181,"N",2.22044604925031e-16,"N",TRUE
2183,"N",2.22044604925031e-16,"N",TRUE
2190,"N",2.22044604925031e-16,"N",TRUE
2200,"N",2.22044604925031e-16,"N",TRUE
2202,"Y",1,"Y",TRUE
2207,"N",2.22044604925031e-16,"N",TRUE
2214,"N",2.22044604925031e-16,"N",TRUE
2217,"N",2.22044604925031e-16,"N",TRUE
2219,"N",2.22044604925031e-16,"N",TRUE
2222,"N",2.22044604925031e-16,"N",TRUE
2224,"N",2.22044604925031e-16,"N",TRUE
2229,"N",2.22044604925031e-16,"N",TRUE
2233,"N",2.22044604925031e-16,"N",TRUE
2239,"N",2.22044604925031e-16,"N",TRUE
2241,"N",2.22044604925031e-16,"N",TRUE
2243,"N",2.22044604925031e-16,"N",TRUE
2247,"Y",1,"Y",TRUE
2250,"N",2.22044604925031e-16,"N",TRUE
2251,"N",2.22044604925031e-16,"N",TRUE
2259,"N",2.22044604925031e-16,"N",TRUE
2261,"N",2.22044604925031e-16,"N",TRUE
2263,"N",2.22044604925031e-16,"N",TRUE
2266,"Y",1,"Y",TRUE
2270,"N",2.22044604925031e-16,"N",TRUE
2276,"N",2.22044604925031e-16,"N",TRUE
2277,"Y",2.22044604925031e-16,"N",FALSE
2279,"N",2.22044604925031e-16,"N",TRUE
2280,"N",2.22044604925031e-16,"N",TRUE
2281,"N",2.22044604925031e-16,"N",TRUE
2289,"N",2.22044604925031e-16,"N",TRUE
2291,"Y",1,"Y",TRUE
2292,"N",2.22044604925031e-16,"N",TRUE
2295,"N",2.22044604925031e-16,"N",TRUE
2299,"N",2.22044604925031e-16,"N",TRUE
2301,"N",2.22044604925031e-16,"N",TRUE
2302,"N",2.22044604925031e-16,"N",TRUE
2303,"N",2.22044604925031e-16,"N",TRUE
2305,"N",2.22044604925031e-16,"N",TRUE
2307,"N",2.22044604925031e-16,"N",TRUE
2311,"N",2.22044604925031e-16,"N",TRUE
2316,"N",2.22044604925031e-16,"N",TRUE
2324,"N",2.22044604925031e-16,"N",TRUE
2329,"N",2.22044604925031e-16,"N",TRUE
2330,"Y",2.22044604925031e-16,"N",FALSE
2333,"N",2.22044604925031e-16,"N",TRUE
2336,"N",2.22044604925031e-16,"N",TRUE
2338,"N",2.22044604925031e-16,"N",TRUE
2339,"N",2.22044604925031e-16,"N",TRUE
2340,"N",2.22044604925031e-16,"N",TRUE
2341,"N",2.22044604925031e-16,"N",TRUE
2346,"Y",2.22044604925031e-16,"N",FALSE
2348,"Y",2.22044604925031e-16,"N",FALSE
2350,"N",2.22044604925031e-16,"N",TRUE
2353,"N",2.22044604925031e-16,"N",TRUE
2356,"N",2.22044604925031e-16,"N",TRUE
2358,"N",2.22044604925031e-16,"N",TRUE
2362,"N",2.22044604925031e-16,"N",TRUE
2363,"Y",1,"Y",TRUE
2367,"N",2.22044604925031e-16,"N",TRUE
2368,"N",2.22044604925031e-16,"N",TRUE
2369,"N",2.22044604925031e-16,"N",TRUE
2370,"Y",1,"Y",TRUE
2376,"N",2.22044604925031e-16,"N",TRUE
2381,"N",2.22044604925031e-16,"N",TRUE
2382,"N",1,"Y",FALSE
2385,"N",2.22044604925031e-16,"N",TRUE
2392,"N",1,"Y",FALSE
2394,"N",2.22044604925031e-16,"N",TRUE
2396,"Y",1,"Y",TRUE
2398,"N",2.22044604925031e-16,"N",TRUE
2401,"N",2.22044604925031e-16,"N",TRUE
2408,"N",2.22044604925031e-16,"N",TRUE
2410,"N",2.22044604925031e-16,"N",TRUE
2411,"N",2.22044604925031e-16,"N",TRUE
2414,"Y",1,"Y",TRUE
2416,"N",2.22044604925031e-16,"N",TRUE
2417,"N",2.22044604925031e-16,"N",TRUE
2419,"N",2.22044604925031e-16,"N",TRUE
2420,"N",2.22044604925031e-16,"N",TRUE
2423,"N",2.22044604925031e-16,"N",TRUE
2426,"N",2.22044604925031e-16,"N",TRUE
2435,"N",1,"Y",FALSE
2443,"N",2.22044604925031e-16,"N",TRUE
2446,"N",2.22044604925031e-16,"N",TRUE
2447,"N",2.22044604925031e-16,"N",TRUE
2453,"Y",2.22044604925031e-16,"N",FALSE
2458,"Y",2.22044604925031e-16,"N",FALSE
2463,"N",2.22044604925031e-16,"N",TRUE
2464,"Y",1,"Y",TRUE
2469,"N",2.22044604925031e-16,"N",TRUE
2478,"N",2.22044604925031e-16,"N",TRUE
2481,"N",2.22044604925031e-16,"N",TRUE
2483,"N",2.22044604925031e-16,"N",TRUE
2484,"N",2.22044604925031e-16,"N",TRUE
2486,"N",2.22044604925031e-16,"N",TRUE
2494,"N",2.22044604925031e-16,"N",TRUE
2496,"N",2.22044604925031e-16,"N",TRUE
2498,"N",2.22044604925031e-16,"N",TRUE
2499,"N",2.22044604925031e-16,"N",TRUE
2501,"N",2.22044604925031e-16,"N",TRUE
2505,"N",2.22044604925031e-16,"N",TRUE
2508,"Y",1,"Y",TRUE
2510,"N",1,"Y",FALSE
2512,"Y",2.22044604925031e-16,"N",FALSE
2522,"N",2.22044604925031e-16,"N",TRUE
2524,"N",2.22044604925031e-16,"N",TRUE
2526,"N",2.22044604925031e-16,"N",TRUE
2527,"Y",2.22044604925031e-16,"N",FALSE
2530,"N",2.22044604925031e-16,"N",TRUE
2532,"N",2.22044604925031e-16,"N",TRUE
2534,"N",2.22044604925031e-16,"N",TRUE
2536,"N",2.22044604925031e-16,"N",TRUE
2537,"N",2.22044604925031e-16,"N",TRUE
2548,"N",2.22044604925031e-16,"N",TRUE
2550,"N",2.22044604925031e-16,"N",TRUE
2556,"N",2.22044604925031e-16,"N",TRUE
2557,"N",2.22044604925031e-16,"N",TRUE
2558,"N",2.22044604925031e-16,"N",TRUE
2559,"Y",1,"Y",TRUE
2561,"N",2.22044604925031e-16,"N",TRUE
2562,"N",2.22044604925031e-16,"N",TRUE
2565,"N",2.22044604925031e-16,"N",TRUE
2570,"N",2.22044604925031e-16,"N",TRUE
2574,"N",2.22044604925031e-16,"N",TRUE
2575,"Y",1,"Y",TRUE
2576,"N",2.22044604925031e-16,"N",TRUE
2584,"N",2.22044604925031e-16,"N",TRUE
2585,"N",1,"Y",FALSE
2590,"Y",1,"Y",TRUE
2592,"N",2.22044604925031e-16,"N",TRUE
2594,"N",2.22044604925031e-16,"N",TRUE
2595,"N",2.22044604925031e-16,"N",TRUE
2608,"N",2.22044604925031e-16,"N",TRUE
2610,"Y",1,"Y",TRUE
2611,"N",2.22044604925031e-16,"N",TRUE
2616,"N",2.22044604925031e-16,"N",TRUE
2625,"N",2.22044604925031e-16,"N",TRUE
2628,"N",2.22044604925031e-16,"N",TRUE
2633,"N",2.22044604925031e-16,"N",TRUE
2635,"N",2.22044604925031e-16,"N",TRUE
2640,"N",2.22044604925031e-16,"N",TRUE
2642,"N",2.22044604925031e-16,"N",TRUE
2645,"N",2.22044604925031e-16,"N",TRUE
2649,"N",2.22044604925031e-16,"N",TRUE
2655,"N",1,"Y",FALSE
2658,"Y",1,"Y",TRUE
2660,"N",2.22044604925031e-16,"N",TRUE
2667,"N",2.22044604925031e-16,"N",TRUE
2669,"N",2.22044604925031e-16,"N",TRUE
2673,"Y",1,"Y",TRUE
2675,"Y",2.22044604925031e-16,"N",FALSE
2677,"N",2.22044604925031e-16,"N",TRUE
2681,"N",2.22044604925031e-16,"N",TRUE
2682,"N",1,"Y",FALSE
2685,"N",2.22044604925031e-16,"N",TRUE
2687,"N",2.22044604925031e-16,"N",TRUE
2688,"N",2.22044604925031e-16,"N",TRUE
2690,"N",2.22044604925031e-16,"N",TRUE
2693,"Y",2.22044604925031e-16,"N",FALSE
2695,"N",2.22044604925031e-16,"N",TRUE
2701,"N",2.22044604925031e-16,"N",TRUE
2705,"N",2.22044604925031e-16,"N",TRUE
2706,"N",2.22044604925031e-16,"N",TRUE
2711,"N",2.22044604925031e-16,"N",TRUE
2717,"N",2.22044604925031e-16,"N",TRUE
2721,"N",2.22044604925031e-16,"N",TRUE
2723,"N",2.22044604925031e-16,"N",TRUE
2726,"N",2.22044604925031e-16,"N",TRUE
2729,"N",2.22044604925031e-16,"N",TRUE
2736,"N",2.22044604925031e-16,"N",TRUE
2739,"N",2.22044604925031e-16,"N",TRUE
2740,"N",2.22044604925031e-16,"N",TRUE
2745,"N",2.22044604925031e-16,"N",TRUE
2746,"Y",1,"Y",TRUE
2751,"Y",1,"Y",TRUE
2752,"Y",2.22044604925031e-16,"N",FALSE
2756,"Y",2.22044604925031e-16,"N",FALSE
2761,"N",2.22044604925031e-16,"N",TRUE
2764,"N",2.22044604925031e-16,"N",TRUE
2769,"N",2.22044604925031e-16,"N",TRUE
2770,"N",2.22044604925031e-16,"N",TRUE
2772,"N",2.22044604925031e-16,"N",TRUE
2774,"N",2.22044604925031e-16,"N",TRUE
2779,"N",2.22044604925031e-16,"N",TRUE
2783,"N",2.22044604925031e-16,"N",TRUE
2786,"N",2.22044604925031e-16,"N",TRUE
2797,"N",2.22044604925031e-16,"N",TRUE
2798,"N",2.22044604925031e-16,"N",TRUE
2802,"N",2.22044604925031e-16,"N",TRUE
2811,"Y",1,"Y",TRUE
2817,"Y",2.22044604925031e-16,"N",FALSE
2820,"Y",1,"Y",TRUE
2827,"N",2.22044604925031e-16,"N",TRUE
2833,"N",2.22044604925031e-16,"N",TRUE
2834,"N",2.22044604925031e-16,"N",TRUE
2840,"N",2.22044604925031e-16,"N",TRUE
2841,"N",2.22044604925031e-16,"N",TRUE
2847,"Y",1,"Y",TRUE
2848,"N",2.22044604925031e-16,"N",TRUE
2859,"N",2.22044604925031e-16,"N",TRUE
2860,"N",2.22044604925031e-16,"N",TRUE
2861,"N",2.22044604925031e-16,"N",TRUE
2862,"N",2.22044604925031e-16,"N",TRUE
2866,"N",2.22044604925031e-16,"N",TRUE
2868,"N",2.22044604925031e-16,"N",TRUE
2870,"N",2.22044604925031e-16,"N",TRUE
2877,"N",2.22044604925031e-16,"N",TRUE
2883,"Y",2.22044604925031e-16,"N",FALSE
2885,"N",2.22044604925031e-16,"N",TRUE
2886,"N",2.22044604925031e-16,"N",TRUE
2894,"N",2.22044604925031e-16,"N",TRUE
2897,"Y",2.22044604925031e-16,"N",FALSE
2901,"Y",1,"Y",TRUE
2907,"N",2.22044604925031e-16,"N",TRUE
2908,"N",2.22044604925031e-16,"N",TRUE
2909,"N",2.22044604925031e-16,"N",TRUE
2912,"N",2.22044604925031e-16,"N",TRUE
2913,"Y",2.22044604925031e-16,"N",FALSE
2915,"N",2.22044604925031e-16,"N",TRUE
2918,"N",1,"Y",FALSE
2920,"N",1,"Y",FALSE
2925,"N",2.22044604925031e-16,"N",TRUE
2928,"N",2.22044604925031e-16,"N",TRUE
2929,"N",2.22044604925031e-16,"N",TRUE
2930,"N",2.22044604925031e-16,"N",TRUE
2931,"N",2.22044604925031e-16,"N",TRUE
2934,"N",2.22044604925031e-16,"N",TRUE
2935,"N",2.22044604925031e-16,"N",TRUE
2938,"N",2.22044604925031e-16,"N",TRUE
2939,"N",2.22044604925031e-16,"N",TRUE
2942,"N",2.22044604925031e-16,"N",TRUE
2945,"Y",1,"Y",TRUE
2953,"N",2.22044604925031e-16,"N",TRUE
2955,"N",1,"Y",FALSE
2957,"N",2.22044604925031e-16,"N",TRUE
2958,"N",2.22044604925031e-16,"N",TRUE
2961,"N",2.22044604925031e-16,"N",TRUE
2962,"N",1,"Y",FALSE
2963,"N",2.22044604925031e-16,"N",TRUE
2964,"N",2.22044604925031e-16,"N",TRUE
2965,"Y",1,"Y",TRUE
2970,"N",2.22044604925031e-16,"N",TRUE
2973,"N",2.22044604925031e-16,"N",TRUE
2974,"N",2.22044604925031e-16,"N",TRUE
2977,"N",2.22044604925031e-16,"N",TRUE
2986,"N",2.22044604925031e-16,"N",TRUE
2988,"N",2.22044604925031e-16,"N",TRUE
2989,"Y",1,"Y",TRUE
2991,"Y",2.22044604925031e-16,"N",FALSE
2999,"N",2.22044604925031e-16,"N",TRUE
3000,"N",2.22044604925031e-16,"N",TRUE
3002,"N",2.22044604925031e-16,"N",TRUE
3012,"Y",2.22044604925031e-16,"N",FALSE
3016,"N",2.22044604925031e-16,"N",TRUE
3022,"Y",1,"Y",TRUE
3023,"N",2.22044604925031e-16,"N",TRUE
3031,"N",2.22044604925031e-16,"N",TRUE
3032,"N",2.22044604925031e-16,"N",TRUE
3035,"Y",1,"Y",TRUE
3038,"N",2.22044604925031e-16,"N",TRUE
3041,"N",2.22044604925031e-16,"N",TRUE
3045,"N",2.22044604925031e-16,"N",TRUE
3049,"N",2.22044604925031e-16,"N",TRUE
3051,"N",2.22044604925031e-16,"N",TRUE
3054,"N",2.22044604925031e-16,"N",TRUE
3055,"Y",1,"Y",TRUE
3056,"N",2.22044604925031e-16,"N",TRUE
3060,"N",2.22044604925031e-16,"N",TRUE
3063,"N",2.22044604925031e-16,"N",TRUE
3065,"N",2.22044604925031e-16,"N",TRUE
3072,"N",2.22044604925031e-16,"N",TRUE
3073,"N",2.22044604925031e-16,"N",TRUE
3074,"Y",2.22044604925031e-16,"N",FALSE
3078,"N",2.22044604925031e-16,"N",TRUE
3079,"N",2.22044604925031e-16,"N",TRUE
3081,"N",2.22044604925031e-16,"N",TRUE
3086,"N",2.22044604925031e-16,"N",TRUE
3088,"N",2.22044604925031e-16,"N",TRUE
3092,"N",2.22044604925031e-16,"N",TRUE
3093,"N",2.22044604925031e-16,"N",TRUE
3094,"N",2.22044604925031e-16,"N",TRUE
3097,"Y",1,"Y",TRUE
3102,"Y",2.22044604925031e-16,"N",FALSE
3105,"N",2.22044604925031e-16,"N",TRUE
3110,"N",2.22044604925031e-16,"N",TRUE
3112,"N",2.22044604925031e-16,"N",TRUE
3114,"N",2.22044604925031e-16,"N",TRUE
3119,"N",2.22044604925031e-16,"N",TRUE
3123,"N",1,"Y",FALSE
3126,"N",2.22044604925031e-16,"N",TRUE
3129,"N",2.22044604925031e-16,"N",TRUE
3132,"N",2.22044604925031e-16,"N",TRUE
3136,"N",2.22044604925031e-16,"N",TRUE
3143,"N",2.22044604925031e-16,"N",TRUE
3144,"N",2.22044604925031e-16,"N",TRUE
3148,"N",2.22044604925031e-16,"N",TRUE
3149,"N",2.22044604925031e-16,"N",TRUE
3151,"N",1,"Y",FALSE
3153,"N",2.22044604925031e-16,"N",TRUE
3155,"N",2.22044604925031e-16,"N",TRUE
3159,"N",2.22044604925031e-16,"N",TRUE
3163,"N",2.22044604925031e-16,"N",TRUE
3165,"N",2.22044604925031e-16,"N",TRUE
3167,"N",2.22044604925031e-16,"N",TRUE
3174,"N",2.22044604925031e-16,"N",TRUE
3177,"N",2.22044604925031e-16,"N",TRUE
3179,"N",2.22044604925031e-16,"N",TRUE
3180,"Y",1,"Y",TRUE
3181,"N",2.22044604925031e-16,"N",TRUE
3183,"N",1,"Y",FALSE
3186,"N",2.22044604925031e-16,"N",TRUE
3187,"N",2.22044604925031e-16,"N",TRUE
3189,"Y",2.22044604925031e-16,"N",FALSE
3191,"Y",2.22044604925031e-16,"N",FALSE
3195,"Y",1,"Y",TRUE
3196,"N",2.22044604925031e-16,"N",TRUE
3197,"N",2.22044604925031e-16,"N",TRUE
3198,"N",2.22044604925031e-16,"N",TRUE
3200,"Y",2.22044604925031e-16,"N",FALSE
3203,"N",2.22044604925031e-16,"N",TRUE
3204,"N",2.22044604925031e-16,"N",TRUE
3208,"N",2.22044604925031e-16,"N",TRUE
3215,"N",2.22044604925031e-16,"N",TRUE
3216,"Y",2.22044604925031e-16,"N",FALSE
3218,"Y",1,"Y",TRUE
3219,"N",2.22044604925031e-16,"N",TRUE
3223,"N",1,"Y",FALSE
3228,"Y",1,"Y",TRUE
3231,"Y",1,"Y",TRUE
3232,"Y",1,"Y",TRUE
3233,"N",2.22044604925031e-16,"N",TRUE
3236,"N",2.22044604925031e-16,"N",TRUE
3238,"N",2.22044604925031e-16,"N",TRUE
3239,"N",2.22044604925031e-16,"N",TRUE
3240,"Y",1,"Y",TRUE
3242,"N",2.22044604925031e-16,"N",TRUE
3248,"N",2.22044604925031e-16,"N",TRUE
3249,"N",2.22044604925031e-16,"N",TRUE
3254,"N",2.22044604925031e-16,"N",TRUE
3255,"N",2.22044604925031e-16,"N",TRUE
3257,"Y",1,"Y",TRUE
3263,"Y",2.22044604925031e-16,"N",FALSE
3264,"N",2.22044604925031e-16,"N",TRUE
3266,"N",2.22044604925031e-16,"N",TRUE
3267,"N",2.22044604925031e-16,"N",TRUE
3271,"N",2.22044604925031e-16,"N",TRUE
3272,"N",2.22044604925031e-16,"N",TRUE
3277,"N",2.22044604925031e-16,"N",TRUE
3282,"N",2.22044604925031e-16,"N",TRUE
3285,"N",2.22044604925031e-16,"N",TRUE
3290,"N",2.22044604925031e-16,"N",TRUE
3292,"Y",1,"Y",TRUE
3294,"N",2.22044604925031e-16,"N",TRUE
3299,"N",2.22044604925031e-16,"N",TRUE
3300,"Y",1,"Y",TRUE
3301,"N",2.22044604925031e-16,"N",TRUE
3306,"Y",1,"Y",TRUE
3309,"N",2.22044604925031e-16,"N",TRUE
3312,"N",1,"Y",FALSE
3315,"N",2.22044604925031e-16,"N",TRUE
3316,"N",2.22044604925031e-16,"N",TRUE
3317,"N",2.22044604925031e-16,"N",TRUE
3320,"N",2.22044604925031e-16,"N",TRUE
3321,"N",2.22044604925031e-16,"N",TRUE
3322,"N",2.22044604925031e-16,"N",TRUE
3324,"N",2.22044604925031e-16,"N",TRUE
3327,"N",2.22044604925031e-16,"N",TRUE
3328,"Y",1,"Y",TRUE
3331,"N",2.22044604925031e-16,"N",TRUE
3333,"N",2.22044604925031e-16,"N",TRUE
3334,"N",2.22044604925031e-16,"N",TRUE
3338,"N",2.22044604925031e-16,"N",TRUE
3339,"N",2.22044604925031e-16,"N",TRUE
3342,"Y",1,"Y",TRUE
3346,"N",2.22044604925031e-16,"N",TRUE
3354,"N",2.22044604925031e-16,"N",TRUE
3357,"Y",2.22044604925031e-16,"N",FALSE
3359,"N",2.22044604925031e-16,"N",TRUE
3365,"N",2.22044604925031e-16,"N",TRUE
3367,"N",2.22044604925031e-16,"N",TRUE
3369,"N",2.22044604925031e-16,"N",TRUE
3371,"N",2.22044604925031e-16,"N",TRUE
3378,"N",2.22044604925031e-16,"N",TRUE
3379,"N",2.22044604925031e-16,"N",TRUE
3382,"N",2.22044604925031e-16,"N",TRUE
3386,"N",2.22044604925031e-16,"N",TRUE
3389,"N",2.22044604925031e-16,"N",TRUE
3390,"N",2.22044604925031e-16,"N",TRUE
3391,"N",2.22044604925031e-16,"N",TRUE
3393,"N",2.22044604925031e-16,"N",TRUE
3396,"N",2.22044604925031e-16,"N",TRUE
3398,"Y",1,"Y",TRUE
3402,"N",2.22044604925031e-16,"N",TRUE
3403,"N",2.22044604925031e-16,"N",TRUE
3411,"N",2.22044604925031e-16,"N",TRUE
3412,"N",2.22044604925031e-16,"N",TRUE
3418,"N",2.22044604925031e-16,"N",TRUE
3419,"N",2.22044604925031e-16,"N",TRUE
3426,"Y",2.22044604925031e-16,"N",FALSE
3428,"N",2.22044604925031e-16,"N",TRUE
3431,"N",2.22044604925031e-16,"N",TRUE
3432,"N",2.22044604925031e-16,"N",TRUE
3433,"N",2.22044604925031e-16,"N",TRUE
3437,"Y",1,"Y",TRUE
3439,"N",2.22044604925031e-16,"N",TRUE
3442,"N",2.22044604925031e-16,"N",TRUE
3445,"N",2.22044604925031e-16,"N",TRUE
3446,"N",2.22044604925031e-16,"N",TRUE
3447,"N",2.22044604925031e-16,"N",TRUE
3449,"N",2.22044604925031e-16,"N",TRUE
3450,"N",2.22044604925031e-16,"N",TRUE
3457,"N",2.22044604925031e-16,"N",TRUE
3460,"N",2.22044604925031e-16,"N",TRUE
3468,"N",2.22044604925031e-16,"N",TRUE
3470,"Y",2.22044604925031e-16,"N",FALSE
3473,"N",2.22044604925031e-16,"N",TRUE
3478,"N",2.22044604925031e-16,"N",TRUE
3480,"N",2.22044604925031e-16,"N",TRUE
3482,"Y",1,"Y",TRUE
3484,"N",2.22044604925031e-16,"N",TRUE
3486,"Y",1,"Y",TRUE
3489,"N",2.22044604925031e-16,"N",TRUE
3491,"N",2.22044604925031e-16,"N",TRUE
3497,"Y",1,"Y",TRUE
3498,"N",2.22044604925031e-16,"N",TRUE
3499,"N",2.22044604925031e-16,"N",TRUE
3500,"N",2.22044604925031e-16,"N",TRUE
3504,"N",2.22044604925031e-16,"N",TRUE
3505,"N",2.22044604925031e-16,"N",TRUE
3508,"N",2.22044604925031e-16,"N",TRUE
3509,"N",2.22044604925031e-16,"N",TRUE
3513,"N",2.22044604925031e-16,"N",TRUE
3517,"Y",1,"Y",TRUE
3519,"N",2.22044604925031e-16,"N",TRUE
3523,"N",2.22044604925031e-16,"N",TRUE
3524,"N",2.22044604925031e-16,"N",TRUE
3529,"N",2.22044604925031e-16,"N",TRUE
3531,"N",2.22044604925031e-16,"N",TRUE
3536,"N",2.22044604925031e-16,"N",TRUE
3543,"Y",1,"Y",TRUE
3544,"Y",1,"Y",TRUE
3545,"N",2.22044604925031e-16,"N",TRUE
3546,"N",2.22044604925031e-16,"N",TRUE
3554,"Y",2.22044604925031e-16,"N",FALSE
3555,"N",2.22044604925031e-16,"N",TRUE
3556,"N",2.22044604925031e-16,"N",TRUE
3557,"N",1,"Y",FALSE
3565,"N",2.22044604925031e-16,"N",TRUE
3566,"N",2.22044604925031e-16,"N",TRUE
3567,"N",2.22044604925031e-16,"N",TRUE
3568,"N",2.22044604925031e-16,"N",TRUE
3573,"N",2.22044604925031e-16,"N",TRUE
3575,"Y",2.22044604925031e-16,"N",FALSE
3576,"N",2.22044604925031e-16,"N",TRUE
3578,"N",2.22044604925031e-16,"N",TRUE
3580,"N",2.22044604925031e-16,"N",TRUE
3581,"N",2.22044604925031e-16,"N",TRUE
3582,"N",2.22044604925031e-16,"N",TRUE
3592,"N",2.22044604925031e-16,"N",TRUE
3598,"N",1,"Y",FALSE
3599,"N",2.22044604925031e-16,"N",TRUE
3601,"N",2.22044604925031e-16,"N",TRUE
3602,"N",2.22044604925031e-16,"N",TRUE
3604,"N",1,"Y",FALSE
3610,"N",2.22044604925031e-16,"N",TRUE
3615,"N",2.22044604925031e-16,"N",TRUE
3616,"Y",1,"Y",TRUE
3617,"N",2.22044604925031e-16,"N",TRUE
3618,"N",2.22044604925031e-16,"N",TRUE
3622,"N",2.22044604925031e-16,"N",TRUE
3623,"N",2.22044604925031e-16,"N",TRUE
3625,"N",2.22044604925031e-16,"N",TRUE
3631,"N",2.22044604925031e-16,"N",TRUE
3635,"Y",2.22044604925031e-16,"N",FALSE
3640,"N",2.22044604925031e-16,"N",TRUE
3641,"N",2.22044604925031e-16,"N",TRUE
3646,"N",2.22044604925031e-16,"N",TRUE
3654,"N",2.22044604925031e-16,"N",TRUE
3655,"N",2.22044604925031e-16,"N",TRUE
